,id,createDate,dateScanned,finishedDate,modifyDate,pointsAwardedDate,purchaseDate,pointsEarned,bonusPointsEarned,bonusPointsEarnedReason,purchasedItemCount,rewardsReceiptStatus,totalSpent,userId
236,5ffce78c0a7214ad4e001045,2021-01-11 16:04:27.000,2021-01-11 16:04:27.000,,2021-01-11 16:04:27.000,,,,,8,,SUBMITTED,,59c124bae4b0299e55b0f330
237,5ffe23cf0a720f05ac006cc2,2021-01-12 14:33:51.000,2021-01-12 14:33:51.000,2021-01-12 14:33:51.000,2021-01-12 14:33:51.000,,2021-01-11 16:00:00,,,8,,PENDING,28.57,59c124bae4b0299e55b0f330
238,5ffcef570a720f0515004e91,2021-01-11 16:37:43.000,2021-01-11 16:37:43.000,2021-01-11 16:37:43.000,2021-01-11 16:37:43.000,,2021-01-11 16:00:00,,,8,,PENDING,28.57,59c124bae4b0299e55b0f330
239,5ffce8000a7214ad4e002b57,2021-01-11 16:06:22.000,2021-01-11 16:06:22.000,,2021-01-11 16:06:22.000,,,,,8,,SUBMITTED,,59c124bae4b0299e55b0f330
240,5fff26c20a7214ad4c00000a,2021-01-13 08:58:42.000,2021-01-13 08:58:42.000,2021-01-13 08:58:43.000,2021-01-13 08:58:48.000,2021-01-13 08:58:43,2021-01-12 16:00:00,5.0,5,3,2,FINISHED,29.00,5fff26bfb3348b03eb45bb32
241,5fff0f630a7214ad28006e2d,2021-01-13 07:18:59.000,2021-01-13 07:18:59.000,2021-01-13 07:19:00.000,2021-01-13 07:19:00.000,2021-01-13 07:19:00,2021-01-13 07:18:59,55.0,5,3,1,FINISHED,0.99,5fff0f4fb3348b03eb45abb0
242,5fff56370a720f05f3000033,2021-01-13 12:21:11.000,2021-01-13 12:21:11.000,2021-01-13 12:21:12.000,2021-01-13 12:21:12.000,2021-01-13 12:21:12,2021-01-12 12:21:11,50.0,45,9,1,FINISHED,1.00,54943462e4b07e684157a532
243,5fff4ca00a7214ad4c000029,2021-01-13 11:40:16.000,2021-01-13 11:40:16.000,2021-01-13 11:40:17.000,2021-01-13 11:40:17.000,2021-01-13 11:40:17,2021-01-12 11:40:16,800.0,,8,9,FINISHED,89.91,5fff4beedf9ace121f0c17ea
244,5fff26ee0a720f05f300001a,2021-01-13 08:59:26.000,2021-01-13 08:59:26.000,2021-01-13 08:59:26.000,2021-01-13 08:59:26.000,2021-01-13 08:59:26,2021-02-13 08:59:26,25.0,25,10,1,FINISHED,1.00,5fff2698b3348b03eb45bb10
245,5fff4c910a720f05f3000026,2021-01-13 11:40:01.000,2021-01-13 11:40:01.000,2021-01-13 11:40:02.000,2021-01-13 11:40:02.000,2021-01-13 11:40:02,2020-12-29 16:00:00,250.0,,8,5,FINISHED,49.95,5fff4beedf9ace121f0c17ea
246,5ffe17e20a720f05ac0000e7,2021-01-12 13:42:58.000,2021-01-12 13:42:58.000,,2021-01-13 08:00:54.000,,2021-01-11 16:00:00,750.0,750,4,1,REJECTED,2.29,5ffe115404929101d0aaebb2
247,5fff561b0a720f05f300002e,2021-01-13 12:20:43.000,2021-01-13 12:20:43.000,2021-01-13 12:20:45.000,2021-01-13 12:20:45.000,2021-01-13 12:20:45,2021-01-13 12:20:43,1750.0,750,4,1,FINISHED,10.00,5fff561abd4dff11dda8fa2b
248,5fff26fd0a720f05f300001d,2021-01-13 08:59:41.000,2021-01-13 08:59:41.000,,2021-01-13 08:59:41.000,2021-01-13 08:59:41,2021-01-12 08:59:41,2005.0,5,3,1,FLAGGED,1.00,5fff2698b3348b03eb45bb10
249,5fff26fb0a7214ad4c000019,2021-01-13 08:59:39.000,2021-01-13 08:59:39.000,2021-01-13 08:59:41.000,2021-01-13 08:59:45.000,2021-01-13 08:59:41,2021-01-12 08:59:39,35.0,25,10,1,FINISHED,1.00,5fff2698b3348b03eb45bb10
250,5fff564a0a7214ad4c000030,2021-01-13 12:21:30.000,2021-01-13 12:21:30.000,2021-01-13 12:21:30.000,2021-01-13 12:21:30.000,2021-01-13 12:21:30,2021-01-12 12:21:30,50.0,45,9,1,FINISHED,1.00,5fff55dabd4dff11dda8f5f1
251,5fff4c8e0a720f05f3000025,2021-01-13 11:39:58.000,2021-01-13 11:39:58.000,2021-01-13 11:39:58.000,2021-01-13 11:39:58.000,2021-01-13 11:39:58,2021-01-12 11:39:58,50.0,45,9,1,FINISHED,1.00,5fff4beedf9ace121f0c17ea
252,5fff4c810a720f05f3000023,2021-01-13 11:39:45.000,2021-01-13 11:39:45.000,2021-01-13 11:39:46.000,2021-01-13 11:39:46.000,2021-01-13 11:39:46,2021-01-12 11:39:45,250.0,250,5,1,FINISHED,10.00,5fff4beedf9ace121f0c17ea
253,5fff4c8a0a7214ad4c000025,2021-01-13 11:39:54.000,2021-01-13 11:39:54.000,2021-01-13 11:39:55.000,2021-01-13 11:39:55.000,2021-01-13 11:39:55,2021-01-09 22:00:00,5.0,5,3,5,FINISHED,49.95,5fff4beedf9ace121f0c17ea
254,5fff4c8c0a7214ad4c000026,2021-01-13 11:39:56.000,2021-01-13 11:39:56.000,2021-01-13 11:39:57.000,2021-01-13 11:39:57.000,2021-01-13 11:39:57,2021-01-01 22:00:00,5.0,5,3,5,FINISHED,49.95,5fff4beedf9ace121f0c17ea
255,5fff564d0a720f05f3000038,2021-01-13 12:21:33.000,2021-01-13 12:21:33.000,2021-01-13 12:21:33.000,2021-01-13 12:21:33.000,2021-01-13 12:21:33,2021-01-09 22:00:00,250.0,,8,5,FINISHED,49.95,5fff55dabd4dff11dda8f5f1
256,5fff26cb0a7214ad4c00000e,2021-01-13 08:58:51.000,2021-01-13 08:58:51.000,2021-01-13 08:58:53.000,2021-01-13 08:58:53.000,2021-01-13 08:58:53,2021-01-12 08:58:51,295.0,150,2,2,FINISHED,2.00,5fff2698b3348b03eb45bb10
257,5fff4ca90a720f05f300002a,2021-01-13 11:40:25.000,2021-01-13 11:40:25.000,2021-01-13 11:40:26.000,2021-01-13 11:40:26.000,2021-01-13 11:40:26,2021-01-13 11:40:25,100.0,45,9,1,FINISHED,0.99,5fff4beedf9ace121f0c17ea
258,5fff0f8c0a7214ad28006e32,2021-01-13 07:19:40.000,2021-01-13 07:19:40.000,2021-01-13 07:19:40.000,2021-01-13 07:19:40.000,2021-01-13 07:19:40,2021-01-12 07:19:40,305.0,5,3,1,FINISHED,1.00,5fff0f4fb3348b03eb45abb0
259,5fff26990a720f05f300000b,2021-01-13 08:58:01.000,2021-01-13 08:58:01.000,2021-01-13 09:13:04.000,2021-01-13 09:13:04.000,2021-01-13 08:58:04,2021-01-11 16:00:00,750.0,750,4,5,FINISHED,50.00,5fff2698b3348b03eb45bb10
260,5fff26c40a720f05f3000014,2021-01-13 08:58:44.000,2021-01-13 08:58:44.000,2021-01-13 08:58:45.000,2021-01-13 08:58:49.000,2021-01-13 08:58:45,2021-01-12 16:00:00,5.0,5,3,3,FINISHED,22.00,5fff26bfb3348b03eb45bb32
261,5fff26d70a7214ad4c00000f,2021-01-13 08:59:03.000,2021-01-13 08:59:03.000,2021-01-13 08:59:09.000,2021-01-13 08:59:09.000,2021-01-13 08:59:03,2021-01-12 08:59:03,5.0,5,3,2,FINISHED,1.00,5fff2698b3348b03eb45bb10
262,5fff26c60a7214ad4c00000c,2021-01-13 08:58:46.000,2021-01-13 08:58:46.000,2021-01-13 08:58:46.000,2021-01-13 08:58:51.000,2021-01-13 08:58:46,2021-01-12 16:00:00,5.0,5,3,1,FINISHED,22.00,5fff26bfb3348b03eb45bb32
263,5fff0f990a7214ad28006e36,2021-01-13 07:19:53.000,2021-01-13 07:19:53.000,2021-01-13 07:19:55.000,2021-01-13 07:19:55.000,2021-01-13 07:19:55,2021-01-12 07:19:53,50.0,45,9,1,FINISHED,1.00,54943462e4b07e684157a532
264,5fff566e0a720f05f300003f,2021-01-13 12:22:06.000,2021-01-13 12:22:06.000,2021-01-13 12:22:06.000,2021-01-13 12:22:06.000,2021-01-13 12:22:06,2021-01-07 22:00:00,5.0,5,3,5,FINISHED,49.95,5fff55dabd4dff11dda8f5f1
265,5fff26f10a7214ad4c000018,2021-01-13 08:59:29.000,2021-01-13 08:59:29.000,,2021-01-13 08:59:29.000,,2021-02-13 08:59:29,8700.0,,8,10,FLAGGED,290.00,5fff2698b3348b03eb45bb10
266,5fff4c710a7214ad4c00001d,2021-01-13 11:39:29.000,2021-01-13 11:39:29.000,2021-01-13 11:39:31.000,2021-01-13 11:39:31.000,2021-01-13 11:39:31,2020-12-31 11:39:29,5.0,5,3,1,FINISHED,1.00,54943462e4b07e684157a532
267,5fff562e0a720f05f300002f,2021-01-13 12:21:02.000,2021-01-13 12:21:02.000,2021-01-13 12:21:03.000,2021-01-13 12:21:03.000,2021-01-13 12:21:03,2020-12-31 12:21:02,5.0,5,3,1,FINISHED,1.00,54943462e4b07e684157a532
268,5fff4c960a720f05f3000027,2021-01-13 11:40:06.000,2021-01-13 11:40:06.000,2021-01-13 11:40:07.000,2021-01-13 11:40:07.000,2021-01-13 11:40:07,2021-01-12 11:40:06,91.2,,8,4,FINISHED,18.20,5fff4beedf9ace121f0c17ea
269,5fff4c7d0a720f05f3000022,2021-01-13 11:39:41.000,2021-01-13 11:39:41.000,2021-01-13 11:39:42.000,2021-01-13 11:39:42.000,2021-01-13 11:39:42,2021-01-12 11:39:41,750.0,750,4,1,FINISHED,1.00,5fff4c7d61ffa811fdb0856f
270,6000b8770a720f05f3000069,2021-01-14 13:32:39.000,2021-01-14 13:32:39.000,2021-01-14 13:32:41.000,2021-01-14 13:32:41.000,2021-01-14 13:32:41,2021-01-01 13:32:39,5.0,5,3,1,FINISHED,1.00,54943462e4b07e684157a532
271,6000d4b10a720f05f3000076,2021-01-14 15:33:05.000,2021-01-14 15:33:05.000,2021-01-14 15:33:05.000,2021-01-14 15:33:10.000,2021-01-14 15:33:05,2021-01-13 16:00:00,5.0,5,3,3,FINISHED,21.00,6000d4abe2571211db395b5c
272,6000b8840a720f05f300006c,2021-01-14 13:32:52.000,2021-01-14 13:32:52.000,2021-01-14 13:32:52.000,2021-01-14 13:32:52.000,2021-01-14 13:32:52,2021-01-13 13:32:52,750.0,750,4,1,FINISHED,1.00,6000b884fb296c121a81ad3b
273,6000b8280a720f05f3000061,2021-01-14 13:31:20.000,2021-01-14 13:31:20.000,2021-01-14 13:31:21.000,2021-01-14 13:31:21.000,2021-01-14 13:31:21,2021-01-10 22:00:00,5.0,5,3,5,FINISHED,49.95,6000b7aefb296c121a8198b1
274,6000b8810a7214ad4c00005e,2021-01-14 13:32:49.000,2021-01-14 13:32:49.000,2021-01-14 13:32:50.000,2021-01-14 13:32:50.000,2021-01-14 13:32:50,2021-01-13 13:32:49,50.0,45,9,1,FINISHED,1.00,54943462e4b07e684157a532
275,6000d48d0a7214ad4c000063,2021-01-14 15:32:29.000,2021-01-14 15:32:29.000,2021-01-14 15:47:31.000,2021-01-14 15:47:31.000,2021-01-14 15:32:31,2021-01-12 16:00:00,500.0,500,1,5,FINISHED,50.00,6000d46cfb296c121a81b20c
276,6000d4b00a7214ad4c00006c,2021-01-14 15:33:04.000,2021-01-14 15:33:04.000,2021-01-14 15:33:04.000,2021-01-14 15:33:09.000,2021-01-14 15:33:04,2021-01-13 16:00:00,5.0,5,3,1,FINISHED,20.00,6000d4abe2571211db395b5c
277,6000d4d30a720f05f3000081,2021-01-14 15:33:39.000,2021-01-14 15:33:39.000,,2021-01-14 15:33:39.000,,2017-10-29 17:00:00,,,8,3,REJECTED,3.00,6000d46cfb296c121a81b20c
278,6000b87d0a7214ad4c00005d,2021-01-14 13:32:45.000,2021-01-14 13:32:45.000,2021-01-14 13:32:46.000,2021-01-14 13:32:46.000,2021-01-14 13:32:46,2021-01-13 13:32:45,5.0,5,3,1,FINISHED,1.00,54943462e4b07e684157a532
279,6000b2be0a7214ad4c00004d,2021-01-14 13:08:14.000,2021-01-14 13:08:14.000,2021-01-14 13:08:22.000,2021-01-14 13:36:44.000,2021-01-14 13:08:22,2021-01-13 16:00:00,682.4,150,2,21,FINISHED,84.78,5e27526d0bdb6a138c32b556
280,6000c8460a720f05f300006f,2021-01-14 14:40:06.000,2021-01-14 14:40:06.000,2021-01-14 14:40:15.000,2021-01-14 14:40:17.000,2021-01-14 14:40:15,2021-01-13 16:00:00,837.4,,8,21,FINISHED,101.75,5e27526d0bdb6a138c32b556
281,6000d4ae0a720f05f3000075,2021-01-14 15:33:02.000,2021-01-14 15:33:02.000,2021-01-14 15:33:03.000,2021-01-14 15:33:08.000,2021-01-14 15:33:03,2021-01-13 16:00:00,100.0,100,6,4,FINISHED,20.00,6000d4abe2571211db395b5c
282,6000d4aa0a720f05f3000072,2021-01-14 15:32:58.000,2021-01-14 15:32:58.000,,2021-01-14 15:32:58.000,,,,,8,0,FLAGGED,0.00,6000d4aafb296c121a81b27e
283,6000b9b70a720f05f300006d,2021-01-14 13:37:59.000,2021-01-14 13:37:59.000,2021-01-14 13:38:06.000,2021-01-14 13:38:09.000,2021-01-14 13:38:06,2021-01-13 16:00:00,237.8,,8,21,FINISHED,90.36,5e27526d0bdb6a138c32b556
284,600056de0a720f05f3000049,2021-01-14 06:36:14.000,2021-01-14 06:36:14.000,2021-01-14 06:36:15.000,2021-01-14 06:36:15.000,2021-01-14 06:36:15,2021-01-13 06:36:14,160.0,25,10,2,FINISHED,2.00,600056a3f7e5b011fce897b0
285,6000b82f0a720f05f3000063,2021-01-14 13:31:27.000,2021-01-14 13:31:27.000,2021-01-14 13:31:27.000,2021-01-14 13:31:27.000,2021-01-14 13:31:27,2021-01-08 22:00:00,250.0,,8,5,FINISHED,49.95,6000b7aefb296c121a8198b1
286,6000accd0a7214ad4c00004b,2021-01-14 12:42:51.381,2021-01-14 12:42:51.381,,2021-01-14 12:42:51.381,,,,,8,,SUBMITTED,,5a43c08fe4b014fd6b6a0612
287,6000d4810a720f05f3000070,2021-01-14 15:32:17.000,2021-01-14 15:32:17.000,2021-01-14 15:32:20.000,2021-01-14 15:32:25.000,2021-01-14 15:32:18,2021-01-13 15:32:17,750.0,750,4,2,FINISHED,11.00,6000d46cfb296c121a81b20c
288,600057040a7214ad4c000041,2021-01-14 06:36:52.000,2021-01-14 06:36:52.000,2021-01-14 06:36:53.000,2021-01-14 06:36:57.000,2021-01-14 06:36:53,2021-01-13 16:00:00,750.0,750,4,6,FINISHED,25.00,60005704bd4dff11dda90a9d
289,6000d4b50a720f05f3000078,2021-01-14 15:33:09.000,2021-01-14 15:33:09.000,,2021-01-14 15:33:14.000,,2021-01-13 16:00:00,5,5,3,1,REJECTED,10.00,6000d4b5fb296c121a81b2bd
290,6000d4ba0a720f05f300007a,2021-01-14 15:33:14.000,2021-01-14 15:33:14.000,,2021-01-14 15:33:15.000,2021-01-14 15:33:15,2021-01-13 15:33:14,750.0,750,4,1,FLAGGED,1.00,6000d4bae2571211db395b9f
291,6000c74b0a7214ad4c000060,2021-01-14 14:35:53.595,2021-01-14 14:35:53.596,,2021-01-14 14:35:53.596,,,,,8,,SUBMITTED,,5a43c08fe4b014fd6b6a0612
292,600056d60a720f05f3000047,2021-01-14 06:36:06.000,2021-01-14 06:36:06.000,,2021-01-14 06:36:08.000,2021-01-14 06:36:08,2021-01-13 06:36:06,810.0,750,4,5,FLAGGED,13.00,600056d6bd4dff11dda90a3f
293,6000d4900a7214ad4c000064,2021-01-14 15:32:32.000,2021-01-14 15:32:32.000,2021-01-14 15:32:33.000,2021-01-14 15:32:33.000,2021-01-14 15:32:33,2021-01-06 16:00:00,350.0,250,5,1,FINISHED,10.00,6000d46cfb296c121a81b20c
294,6000d4bc0a7214ad4c000070,2021-01-14 15:33:16.000,2021-01-14 15:33:16.000,,2021-01-14 15:33:17.000,,2021-02-14 15:33:17,8700.0,,8,10,FLAGGED,290.00,6000d46cfb296c121a81b20c
295,600082b40a720f05f3000058,2021-01-14 09:43:16.000,2021-01-14 09:43:16.000,,2021-01-14 09:46:31.000,,2021-01-13 16:00:00,,,8,4,REJECTED,4.00,5e56d38507a0df22a15dfc85
296,6000d4ac0a7214ad4c000069,2021-01-14 15:33:00.000,2021-01-14 15:33:00.000,2021-01-14 15:33:01.000,2021-01-14 15:33:05.000,2021-01-14 15:33:01,2021-01-13 16:00:00,250.0,250,5,3,FINISHED,23.00,6000d4abe2571211db395b5c
297,600056da0a720f05f3000048,2021-01-14 06:36:10.000,2021-01-14 06:36:10.000,2021-01-14 06:36:11.000,2021-01-14 06:36:16.000,2021-01-14 06:36:10,2021-01-13 06:36:10,5.0,5,3,2,FINISHED,11.00,600056a3f7e5b011fce897b0
298,6000b8590a7214ad4c000057,2021-01-14 13:32:09.000,2021-01-14 13:32:09.000,2021-01-14 13:32:10.000,2021-01-14 13:32:10.000,2021-01-14 13:32:10,2021-01-13 13:32:09,5.0,5,3,4,FINISHED,18.20,6000b7aefb296c121a8198b1
299,600056ea0a720f05f300004b,2021-01-14 06:36:26.000,2021-01-14 06:36:26.000,,2021-01-14 06:36:26.000,,2021-01-13 06:36:26,25.0,25,10,1,FLAGGED,1.00,600056a3f7e5b011fce897b0
300,600205f60a7214ad4c00007b,2021-01-15 13:15:32.787,2021-01-15 13:15:32.787,,2021-01-15 13:15:32.787,,,,,8,,SUBMITTED,,6000b75bbe5fc96dfee1d4d3
301,600206000a720f05f3000087,2021-01-15 13:15:44.000,2021-01-15 13:15:44.000,2021-01-15 13:17:17.000,2021-01-15 13:17:27.000,2021-01-15 13:17:17,2021-01-08 16:00:00,855.7,750,4,86,FINISHED,271.63,6000b75bbe5fc96dfee1d4d3
302,6001bb110a720f05f3000085,2021-01-15 07:56:01.788,2021-01-15 07:56:01.788,,2021-01-15 07:56:01.788,,,,,8,,SUBMITTED,,6000b75bbe5fc96dfee1d4d3
303,600208270a720f05f3000088,2021-01-15 13:24:55.000,2021-01-15 13:24:55.000,2021-01-15 13:26:19.000,2021-01-15 13:26:29.000,2021-01-15 13:26:19,2021-01-08 16:00:00,605.7,500,1,103,FINISHED,427.81,6000b75bbe5fc96dfee1d4d3
304,6001e3a80a7214ad4c000078,2021-01-15 10:49:10.344,2021-01-15 10:49:10.344,,2021-01-15 10:49:10.344,,,,,8,,SUBMITTED,,5a43c08fe4b014fd6b6a0612
305,600373700a720f05f3000091,2021-01-16 15:14:56.000,2021-01-16 15:14:56.000,2021-01-16 15:29:50.000,2021-01-16 15:31:40.000,2021-01-16 15:29:50,2021-01-15 16:00:00,2416.7,750,4,211,FINISHED,803.48,60037329e257124ec6b99eeb
306,60023e8f0a720f05f300008b,2021-01-15 17:17:03.000,2021-01-15 17:17:03.000,2021-01-15 17:24:04.000,2021-01-15 17:24:50.000,2021-01-15 17:24:04,2021-01-04 16:00:00,1806.4,750,4,202,FINISHED,776.79,60023de5fb296c121a81b955
307,600247cd0a7214ad4c00007e,2021-01-15 17:56:29.008,2021-01-15 17:56:29.008,,2021-01-15 17:56:29.008,,,,,8,,SUBMITTED,,6002475cfb296c121a81b98d
308,60025eb70a720f05f300008e,2021-01-15 19:34:15.941,2021-01-15 19:34:15.941,,2021-01-15 19:34:15.941,,,,,8,,SUBMITTED,,60025c65fb296c4ef805d9e6
309,60020d2a0a720f05f300008a,2021-01-15 13:46:18.000,2021-01-15 13:46:18.000,2021-01-15 13:49:45.000,2021-01-15 17:13:21.000,2021-01-15 13:49:45,2021-01-08 16:00:00,405.7,300,7,93,FINISHED,373.55,6000b75bbe5fc96dfee1d4d3
310,6002590c0a7214ad4c000082,2021-01-15 19:10:04.000,2021-01-15 19:10:04.000,2021-01-15 19:18:55.000,2021-01-15 19:19:12.000,2021-01-15 19:18:55,2021-01-13 16:00:00,1516.9,750,4,208,FINISHED,746.94,600258dafb296c4ef805d9b7
311,600254550a720f05f300008c,2021-01-15 18:49:57.711,2021-01-15 18:49:57.711,,2021-01-15 18:49:57.711,,,,,8,,SUBMITTED,,6002541ae257124ec6b99a3a
312,60024fa00a7214ad4c00007f,2021-01-15 18:29:52.583,2021-01-15 18:29:52.583,,2021-01-15 18:29:52.583,,,,,8,,SUBMITTED,,60024f24e257124ec6b99a13
313,60025f550a7214ad4c000084,2021-01-15 19:36:53.488,2021-01-15 19:36:53.488,,2021-01-15 19:36:53.488,,,,,8,,SUBMITTED,,60025c65fb296c4ef805d9e6
314,60025cb80a720f05f300008d,2021-01-15 19:25:44.000,2021-01-15 19:25:44.000,2021-01-15 19:31:55.000,2021-01-15 19:32:05.000,2021-01-15 19:31:55,2021-01-14 16:00:00,1658.3,750,4,335,FINISHED,1177.84,60025c65fb296c4ef805d9e6
315,600370250a720f05f3000090,2021-01-16 15:00:53.000,2021-01-16 15:00:53.000,2021-01-16 15:09:03.000,2021-01-16 15:09:29.000,2021-01-16 15:09:03,2021-01-15 16:00:00,2685.8,750,4,240,FINISHED,850.49,60037005e257124ec6b99ec2
316,6002584e0a7214ad4c000081,2021-01-15 19:06:54.000,2021-01-15 19:06:54.000,2021-01-15 19:07:00.000,2021-01-15 19:07:05.000,2021-01-15 19:07:00,2021-01-14 16:00:00,879.1,750,4,6,FINISHED,30.65,6002541ae257124ec6b99a3a
317,60020af60a720f05f3000089,2021-01-15 13:36:54.000,2021-01-15 13:36:54.000,2021-01-15 13:43:05.000,2021-01-15 17:13:21.000,2021-01-15 13:43:05,2021-01-14 16:00:00,250.0,250,5,1,FINISHED,3.99,6000b75bbe5fc96dfee1d4d3
318,600260210a720f05f300008f,2021-01-15 19:40:17.000,2021-01-15 19:40:17.000,2021-01-15 19:47:26.000,2021-01-15 19:47:31.000,2021-01-15 19:47:26,2021-01-14 16:00:00,3659.4,750,4,309,FINISHED,1043.18,60025fe0e257124ec6b99a87
319,600498e60a720f05f3000093,2021-01-17 12:07:02.166,2021-01-17 12:07:02.166,,2021-01-17 12:07:02.166,,,,,8,,SUBMITTED,,600498c4e257124ec6b9a331
320,60037b500a7214ad4c000086,2021-01-16 15:48:32.000,2021-01-16 15:48:32.000,2021-01-16 16:03:15.000,2021-01-16 16:04:22.000,2021-01-16 16:03:15,2021-01-15 16:00:00,934.4,750,4,39,FINISHED,118.05,60037a94fb296c4ef805ddbe
321,6004a5f20a7214ad4c000088,2021-01-17 13:02:42.000,2021-01-17 13:02:42.000,2021-01-17 13:09:44.000,2021-01-17 13:14:15.000,2021-01-17 13:09:44,2021-01-08 16:00:00,877.7,750,4,164,FINISHED,574.16,6004a5d3fb296c4ef805e256
322,600496350a7214ad4c000087,2021-01-17 11:55:33.568,2021-01-17 11:55:33.568,,2021-01-17 11:55:33.568,,,,,8,,SUBMITTED,,600495c3fb296c4ef805e1fc
323,60048e120a720f05f3000092,2021-01-17 11:20:50.431,2021-01-17 11:20:50.431,,2021-01-17 11:20:50.431,,,,,8,,SUBMITTED,,5fa32b4d898c7a11a6bcebce
324,60049d9d0a720f05f3000094,2021-01-17 12:27:09.000,2021-01-17 12:27:09.000,2021-01-17 12:40:36.000,2021-01-17 12:41:17.000,2021-01-17 12:40:36,2020-12-31 16:00:00,922.1,750,4,212,FINISHED,743.79,60049cdce257124ec6b9a353
325,6005ee0e0a7214ad4c000089,2021-01-18 12:22:36.000,2021-01-18 12:22:36.000,,2021-01-18 12:23:09.000,,2021-01-16 16:00:00,800.0,750,4,2,FLAGGED,10.00,5fb0a078be5fc9775c1f3945
326,6005b60f0a720f05f3000096,2021-01-18 08:23:41.857,2021-01-18 08:23:41.857,,2021-01-18 08:23:41.857,,,,,8,,SUBMITTED,,5a43c08fe4b014fd6b6a0612
327,6004a99e0a720f05f3000095,2021-01-17 13:18:21.000,2021-01-17 13:18:21.000,2021-01-17 13:26:38.000,2021-01-18 07:01:00.000,2021-01-17 13:26:38,2021-01-08 16:00:00,1541.8,750,4,167,FINISHED,574.65,6004a965e257124ec6b9a39f
328,6005f5450a720f05f3000097,2021-01-18 12:53:23.747,2021-01-18 12:53:23.747,,2021-01-18 12:53:23.747,,,,,8,,SUBMITTED,,5a43c08fe4b014fd6b6a0612
329,6001f2470a7214ad4c00007a,2021-01-15 11:51:35.000,2021-01-15 11:51:35.000,2021-01-18 12:26:54.000,2021-01-18 12:27:06.000,2021-01-18 12:26:54,2021-01-12 16:00:00,750.0,750,4,1,FINISHED,1.00,5fb0a078be5fc9775c1f3945
330,60074bbf0a720f05fa000039,2021-01-19 13:14:39.000,2021-01-19 13:14:39.000,2021-01-19 13:14:40.000,2021-01-19 13:14:40.000,2021-01-19 13:14:40,2021-01-18 13:14:39,5.0,5,3,1,FINISHED,10.00,60074b49325c8a1794623876
331,600741fe0a7214ad89000001,2021-01-19 12:33:02.000,2021-01-19 12:33:02.000,2021-01-19 12:33:06.000,2021-01-19 12:33:06.000,2021-01-19 12:33:06,2021-01-13 22:00:00,1000.0,750,4,5,FINISHED,49.95,600741d06e6469120a787853
332,60074b8b0a7214ad89000029,2021-01-19 13:13:47.000,2021-01-19 13:13:47.000,2021-01-19 13:13:47.000,2021-01-19 13:13:47.000,2021-01-19 13:13:47,2021-01-18 13:13:47,5.0,5,3,4,FINISHED,4.66,60074b49325c8a1794623876
333,6007423c0a720f05fa000001,2021-01-19 12:34:04.000,2021-01-19 12:34:04.000,2021-01-19 12:34:05.000,2021-01-19 12:34:05.000,2021-01-19 12:34:05,2021-01-18 12:34:04,755.0,750,4,1,FINISHED,1.00,6007423b6e6469120a787c2c
334,600748640a720f05fa000026,2021-01-19 13:00:20.000,2021-01-19 13:00:20.000,2021-01-19 13:00:20.000,2021-01-19 13:00:20.000,2021-01-19 13:00:20,2021-01-19 13:00:20,350.0,,8,1,FINISHED,9.99,600748196e64691717e8d4f0
335,60074bbd0a7214ad89000031,2021-01-19 13:14:37.000,2021-01-19 13:14:37.000,2021-01-19 13:14:37.000,2021-01-19 13:14:37.000,2021-01-19 13:14:37,2021-01-15 22:00:00,125.0,,8,5,FINISHED,25.00,60074b49325c8a1794623876
336,600746ce0a720f05fa000017,2021-01-19 12:53:34.000,2021-01-19 12:53:34.000,2021-01-19 12:53:35.000,2021-01-19 12:53:35.000,2021-01-19 12:53:35,2021-01-18 12:53:34,50.0,45,9,1,FINISHED,1.00,6007464b6e64691717e8c1f0
337,6007425e0a720f05fa00000a,2021-01-19 12:34:38.000,2021-01-19 12:34:38.000,2021-01-19 12:34:39.000,2021-01-19 12:34:39.000,2021-01-19 12:34:39,2021-01-18 12:34:38,5.0,5,3,1,FINISHED,1.00,600741d06e6469120a787853
338,60074b930a7214ad8900002d,2021-01-19 13:13:55.000,2021-01-19 13:13:55.000,2021-01-19 13:13:56.000,2021-01-19 13:13:56.000,2021-01-19 13:13:56,2021-01-18 13:13:55,50.0,45,9,1,FINISHED,1.00,54943462e4b07e684157a532
339,600746fb0a7214ad8900001b,2021-01-19 12:54:19.000,2021-01-19 12:54:19.000,2021-01-19 12:54:20.000,2021-01-19 12:54:20.000,2021-01-19 12:54:20,2021-01-18 12:54:19,50.0,45,9,1,FINISHED,1.00,54943462e4b07e684157a532
340,600742490a720f05fa000004,2021-01-19 12:34:17.000,2021-01-19 12:34:17.000,2021-01-19 12:34:18.000,2021-01-19 12:34:18.000,2021-01-19 12:34:18,2021-01-15 22:00:00,250.0,250,5,5,FINISHED,25.00,600741d06e6469120a787853
341,60074bcb0a7214ad89000037,2021-01-19 13:14:51.000,2021-01-19 13:14:51.000,2021-01-19 13:14:51.000,2021-01-19 13:14:51.000,2021-01-19 13:14:51,2021-01-18 13:14:51,5.0,5,3,1,FINISHED,1.00,60074b49325c8a1794623876
342,6007424d0a720f05fa000006,2021-01-19 12:34:21.000,2021-01-19 12:34:21.000,2021-01-19 12:34:21.000,2021-01-19 12:34:21.000,2021-01-19 12:34:21,2021-01-18 12:34:21,150.0,150,2,1,FINISHED,10.00,600741d06e6469120a787853
